Sample_ID_phyloseq,tax_id,count_16s,species,genus,family,order,class,phylum,superkingdom,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR,Gene,Sample_ID,barcode_16s,is_control,sample_or_control
R07__barcode12,1036,20.00077267261106,NA,Lachnoclostridium,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20,16s,R07,barcode12,FALSE,sample
R24__barcode28,1036,19.02284597414691,NA,Lachnoclostridium,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17,16s,R24,barcode28,FALSE,sample
R22__barcode26,1036,696.3958690064472,NA,Lachnoclostridium,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R46__barcode50,10365,14.997178881593742,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R55__barcode59,10365,17,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16s,R55,barcode59,FALSE,sample
R02__barcode03,10365,24.06359252,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444,16s,R02,barcode03,FALSE,sample
R15__barcode19,10365,53.27426113635767,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8,16s,R15,barcode19,FALSE,sample
R54__barcode58,10365,57.02240122893377,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,10365,13,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,10365,11.06371174744472,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R36__barcode40,10365,49.49545579259806,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R20__barcode23,10365,111.55776040428216,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26,16s,R20,barcode23,FALSE,sample
R14__barcode18,10365,20.000000515368267,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11,16s,R14,barcode18,FALSE,sample
R50__barcode54,10365,49.512752101000736,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16s,R50,barcode54,FALSE,sample
R16__barcode20,10365,67.56647679277067,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R01__barcode02,10365,122.44824011601476,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R51__barcode55,10365,17.024342966389003,NA,[Eubacterium] ventriosum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16s,R51,barcode55,FALSE,sample
R45__barcode49,10465,152.37366656035562,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R05__barcode08,10465,22.56874547860036,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1,16s,R05,barcode08,FALSE,sample
R04__barcode06,10465,81.39791472351989,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,10465,19.55289728865805,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R46__barcode50,10465,10.546699144138014,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R28__barcode32,10465,95.17948736835372,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R42__barcode46,10465,18.34599140380516,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R12__barcode16,10465,141.0548776116236,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R19__barcode24,10465,207.8311436459826,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
R55__barcode59,10465,10.991834867852374,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16s,R55,barcode59,FALSE,sample
R48__barcode52,10465,10.882660780890426,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16,16s,R48,barcode52,FALSE,sample
R44__barcode48,10465,32.023892658596985,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38,16s,R44,barcode48,FALSE,sample
R03__barcode04,10465,40.97264769877689,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8,16s,R03,barcode04,FALSE,sample
R26__barcode30,10465,1069.6484836720854,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24,16s,R26,barcode30,FALSE,sample
R40__barcode44,10465,26.27895159576563,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18,16s,R40,barcode44,FALSE,sample
R32__barcode36,10465,219.8312109475772,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R33__barcode37,10465,13.878345249085145,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4,16s,R33,barcode37,FALSE,sample
R56__barcode60,10465,240.65616744938416,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R27__barcode31,10465,79.72728443861558,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8,16s,R27,barcode31,FALSE,sample
R10__barcode14,10465,118.0010181922236,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R21__barcode25,10465,30.82154880189047,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19,16s,R21,barcode25,FALSE,sample
R31__barcode35,10465,100.31795560181595,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R37__barcode41,10465,330.9083730680869,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R15__barcode19,10465,49.71406916565459,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8,16s,R15,barcode19,FALSE,sample
R52__barcode56,10465,30.948854828878048,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30,16s,R52,barcode56,FALSE,sample
R23__barcode27,10465,206.9406223208479,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R54__barcode58,10465,181.4183191453761,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,10465,20.14810675633473,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,10465,50.60383112453964,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R34__barcode38,10465,55.942333317181486,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12,16s,R34,barcode38,FALSE,sample
R13__barcode17,10465,18.44705875741382,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30,16s,R13,barcode17,FALSE,sample
R25__barcode29,10465,303.60363198063993,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R20__barcode23,10465,265.3447343992012,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26,16s,R20,barcode23,FALSE,sample
R14__barcode18,10465,71.10949395240054,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11,16s,R14,barcode18,FALSE,sample
R50__barcode54,10465,128.0722051129139,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16s,R50,barcode54,FALSE,sample
R16__barcode20,10465,189.90681041921772,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R09__barcode13,10465,44.447523429800185,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72,16s,R09,barcode13,FALSE,sample
R53__barcode57,10465,74.14710524522525,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27,16s,R53,barcode57,FALSE,sample
R01__barcode01,10465,107.82046399065712,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92,16s,R01,barcode01,FALSE,sample
R01__barcode02,10465,122.84655630723589,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R51__barcode55,10465,1057.3121734011288,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16s,R51,barcode55,FALSE,sample
R18__barcode22,10465,25.565518236258423,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7,16s,R18,barcode22,FALSE,sample
R07__barcode12,10465,20.180609231989816,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20,16s,R07,barcode12,FALSE,sample
R24__barcode28,10465,17.160389770158417,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17,16s,R24,barcode28,FALSE,sample
R22__barcode26,10465,41.00636093,NA,UCG-003,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R42__barcode46,1050,25.98635064225489,hepaticus;,Helicobacter,Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R06__barcode09,1050,30.042715073475087,hepaticus;,Helicobacter,Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30,16s,R06,barcode09,FALSE,sample
R38__barcode42,10539,34.000001368119904,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R45__barcode49,10539,52.39787251110223,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R04__barcode06,10539,197.4196727344564,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,10539,55.84812297217776,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R35__barcode39,10539,15.000009043788085,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2,16s,R35,barcode39,FALSE,sample
R46__barcode50,10539,10.868881786935216,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R28__barcode32,10539,53.563912035362016,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R12__barcode16,10539,108.28660153146696,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R07__barcode11,10539,46.15068630714016,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28,16s,R07,barcode11,FALSE,sample
R19__barcode24,10539,63.24754977617041,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
R49__barcode53,10539,13.00000001026874,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31,16s,R49,barcode53,FALSE,sample
R48__barcode52,10539,30.00005658894337,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16,16s,R48,barcode52,FALSE,sample
R44__barcode48,10539,103.75729484813584,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38,16s,R44,barcode48,FALSE,sample
R26__barcode30,10539,120.98167293169696,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24,16s,R26,barcode30,FALSE,sample
R40__barcode44,10539,13.99362142180461,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18,16s,R40,barcode44,FALSE,sample
R29__barcode33,10539,121.38497726861104,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33,16s,R29,barcode33,FALSE,sample
R56__barcode60,10539,872.6295920779073,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R27__barcode31,10539,35.018433097087325,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8,16s,R27,barcode31,FALSE,sample
R10__barcode14,10539,64.31452584110079,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R21__barcode25,10539,36.87862477323485,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19,16s,R21,barcode25,FALSE,sample
R31__barcode35,10539,218.48089457262125,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R37__barcode41,10539,44.84590588302333,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R15__barcode19,10539,136.20585792814867,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8,16s,R15,barcode19,FALSE,sample
R52__barcode56,10539,67.99381464,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30,16s,R52,barcode56,FALSE,sample
R23__barcode27,10539,53.28773330013046,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R54__barcode58,10539,373.0991058607096,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,10539,77.12429605454298,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,10539,32.30233801416863,NA,[Eubacterium] xylanophilum group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
